id,en,fr,de,pt-BR,zh-CN
setting_KeyboardReorient,Привязать движение клавиатуры к камере,Réorienter le Mouvement du Clavier vers la Caméra,Tastaturbewegung zur Kamera neu ausrichten,Reorientar movimento do teclado para a câmera,根据镜头方向重新定向键盘移动
setting_KeyboardReorientDescription,"Сделать так, чтобы движение с клавиатуры было вверх/вниз по экрану, а не на север/юг",Faire en sorte que le mouvement du clavier se déplace vers le haut/le bas de l'écran, plutôt que vers le Nord/le Sud,Stell es so ein, dass die Tastaturbewegung den Bildschirm nach oben/unten bewegt, anstatt nach Norden/Süden.,Faz com que o movimento pelo teclado siga a tela (cima/baixo), em vez de Norte/Sul,使键盘移动以上/下屏幕方向为准，而不是固定的北/南方向。
setting_MasterVolume,Общая громкость,Volume Principal,Hauptlautstärke,Volume principal,主音量
setting_MasterVolumeDescription,"Громкость, которой подчиняются все остальные",Les volumes auxquels tous les autres volumes doivent s'incliner,Die Lautstärke, der sich alle anderen Lautstärken unterordnen müssen,O volume ao qual todos os outros volumes devem se submeter,所有其他音量的总控音量
setting_MenuVolume,Громкость меню,Volume du Menu,Menülautstärke,Volume do menu,菜单音量
setting_MenuVolumeDescription,Громкость звуков меню,Le volume du menu émet des bips et des blops,Die Lautstärke der Menü-Pieptöne und -Geräusche,O volume dos bipes e cliques do menu,菜单“哔哔啵啵”提示音的音量
setting_MovementSnappingRange,Диапазон привязки движения,Gamme de Mouvements et de Capture,Bewegungsausrichtung,Ângulo de ajuste do movimento,移动吸附范围
setting_MovementSnappingRangeDescription,"Углы, в пределах которых движение привязывается к сторонам света (напр., вбок)",Les angles dans lesquels le mouvement est adapté aux directions cardinales (par exemple, latéralement),Die Winkel, in denen die Bewegung an den Himmelsrichtungen ausgerichtet ist (z. B. seitwärts),Os ângulos nos quais o movimento é alinhado às direções cardeais (ex.: para os lados),控制移动被吸附到主方向（例如左右）的角度范围
setting_MusicVolume,Громкость музыки,Volume de la Musique,Musiklautstärke,Volume da Música,音乐音量
setting_MusicVolumeDescription,Громкость энергичных фоновых ритмов,Le volume des rythmes endiablés en fond,Die Lautstärke der lebhaften Hintergrundbeats,O volume das batidas energéticas de fundo,活力十足的背景节拍音量
setting_NegativePhaseColour,Цвет Кота 2,Couleur du Chat 2,Katze 2 Farbe,Cor da Gata 2,猫咪2颜色
setting_NegativePhaseColourDescription,"Цвет, обозначающий кота 2 (кота отрицательной фазы)",La couleur représentant le chat 2 (le chat en phase négative),Die Farbe, die Katze 2 (die Negativphasen-Katze) repräsentiert.,A cor que representa a gata 2 (a gata da fase negativa),代表猫咪2（负相位猫咪）的颜色
setting_OpenCodexOnNewData,Открывать Кодекс при новой записи,Codex ouvert sur un nouvel objet de lore,Kodex für neue Hintergrundinformationen öffnen,Abrir o Codex para Novos Itens do Jogo,打开新剧情条目时自动打开图鉴
setting_OpenCodexOnNewDataDescription,"Выбрать, открывать ли Кодекс на новых записях лора всегда, только если важно или никогда",Tu peux choisir d'ouvrir le Codex pour les nouveaux objets de l'univers de jeu systématiquement, uniquement s'ils sont importants, ou jamais,Wähle aus, ob der Kodex für neue Hintergrundinformationen immer, nur bei wichtigen Informationen oder nie geöffnet werden soll,Escolha se o Codex deve abrir automaticamente para novos itens do jogo sempre, apenas se for importante, ou nunca,选择在获得新剧情条目时始终打开图鉴、仅在重要时打开，或从不打开
setting_OverscanHUD,Усадка HUD,Affichage tête haute à Balayage Excessif,Overscan-HUD,Overscan do HUD,HUD边缘缩放
setting_OverscanHUDDescription,"Уменьшает размер меню и игрового HUD на случай, если края экрана обрезаются",Réduit la taille des menus et de l'affichage tête haute du jeu au cas où les bords de l'écran seraient masqués,Verkleinert die Größe von Menüs und Spiel-HUD, falls die Bildschirmränder verdeckt sind,Reduz o tamanho dos menus e do HUD caso as bordas da tela fiquem cortadas,在屏幕边缘被遮挡的情况下，缩小菜单和游戏HUD的显示尺寸
setting_PairInteractionTimeWindow,Окно времени парного взаимодействия,Fenêtre Temporelle d'Interactions Synchronisées,Zeitfenster der gekoppelten Interaktion,Janela de tempo para interação de pares,配对交互时间窗口
setting_PairInteractionTimeWindowDescription,"Окно, в течение которого можно выполнить парные действия",La fenêtre de temps pendant laquelle les actions synchronisées peuvent être effectuées,Das Zeitfenster, in dem gekoppelte Aktionen ausgeführt werden können,O intervalo de tempo em que ações em par podem ser realizadas,可执行配对操作的时间范围
setting_ParkourAutoJump,Авто-прыжки в паркуре,Activer Parkour Auto-Jump,Parkour-Autosprung aktivieren,Ativar Auto-Pulo de Parkour,启用跑酷自动跳跃
setting_ParkourAutoJumpDescription,"Если включено, кот будет прыгать автоматически в зависимости от направления движения.",Lorsque cette option est activée, le chat saute automatiquement en fonction du mouvement saisi.,Wenn diese Option aktiviert ist, springt die Katze automatisch entsprechend der eingegebenen Bewegung.,Quando ativado, a gata pulará automaticamente de acordo com o comando de movimento,开启后，猫咪会根据移动方向自动起跳。
setting_ParkourIconOnlyShowWhenCannotAutoJump,Значок прыжка только когда нет авто-прыжка,Icône de Saut Uniquement si Impossible de Sauter Automatiquement,Sprung-Symbol nur, wenn Autosprung nicht möglich ist,Ícone de pulo apenas quando não é possível pular automaticamente,仅在无法自动跳跃时显示跳跃图标
setting_ParkourIconOnlyShowWhenCannotAutoJumpDescription,"Отключи, чтобы значки паркура показывались, когда есть цель, даже если обычно они бы не показывались",Désactiver cette option pour afficher les icônes de parkour lorsqu'une destination est disponible, même si elle n'a normalement pas besoin d'être affichée,Deaktiviere diese Option, um die Parkour-Symbole anzuzeigen, wenn ein Ziel verfügbar ist, auch wenn es normalerweise nicht angezeigt werden müsste,Desative para mostrar os ícones de parkour mesmo quando o destino estiver disponível, mesmo que normalmente não precisasse,关闭此选项后，只要存在可到达目标，就会显示跑酷图标，即使正常情况下不需要显示。
setting_ParkourRequireButtonForLongDrop,Кнопка для прыжка с обрыва,Nécessite d'Appuyer sur un Bouton pour un Saut Parkour,Taste zum Parkour-Sprung drücken,Exigir pressão de botão para cair em Parkour,跑酷下落按键确认
setting_ParkourRequireButtonForLongDropDescription,"Если включено, нужно будет нажимать «Прыжок», чтобы подтвердить прыжок с обрыва, обратно с которого не запрыгнешь",Si cette option est activée, tu devras appuyer sur le bouton Sauter pour confirmer un saut plus long que celui que tu peux effectuer en arrière.,Wenn diese Option aktiviert ist, musst du die Sprungtaste drücken, um einen Absprung zu bestätigen, der weiter entfernt ist, als du zurückspringen kannst.,Se ativado, você precisará pressionar o botão de pular para confirmar uma queda maior do que você conseguiria pular de volta,开启后，当下落距离超过可回跳范围时，需要按下跳跃键进行确认
setting_ParticleCount,Плотность частиц,Densité des Particules,Teilchendichte,Densidade de partículas,粒子密度
setting_ParticleCountDescription,Управляет количеством частиц в эффектах,Contrôle la quantité de particules dans les effets des particules,Kontrolliert die Menge der Teilchen in Teilcheneffekten,Controla a quantidade de partículas nos efeitos das partículas,控制特效中粒子的数量
setting_PlayerHighlights,Подсветка игроков,Mise en valeur du Joueur,Spielerdefinierte Hervorhebung,Destaques do Jogador,玩家高亮
setting_PlayerHighlightsDescription,"Выбери, как подсвечиваются коты: свечением, индикатором в интерфейсе, и тем, и другим или ничем.",Choisis la façon dont les chats sont mis en valeur, avec une lumière, un indicateur d'Interface Utilisateur, les deux ou aucun des deux.,Wähl aus, wie die Katzen hervorgehoben werden sollen: mit Leuchteffekt, Anzeigen in der Benutzeroberfläche, beidem oder keinem von beiden.,Escolha como as gatas serão destacadas: com brilho, indicador na Interface, ambos ou nenhum.,选择猫咪的高亮显示方式：光晕、界面标记、两者同时显示或不显示。
setting_PositivePhaseColour,Цвет Кота 1,Couleur du Chat 1,Katze 1 Farbe,Cor da Gata 1,猫咪1颜色
setting_PositivePhaseColourDescription,"Цвет, обозначающий кота 1 (кота положительной фазы)",La couleur représentant le chat 1 (le chat en phase positive),Die Farbe, die Katze 1 (die Positivphasen-Katze) repräsentiert,A cor que representa a gata 1 (a gata da fase positiva),代表猫咪1（正相位猫咪）的颜色
setting_PostFusePullApartSplitDelay,Задержка разделения после слияния,Délai d'Entrée en Division Après la Fusion,Verzögerung beim Teilen nach Verschmelzung,Atraso de comando após fusão para divisão,合体后分体输入延迟
setting_PostFusePullApartSplitDelayDescription,"Задержка перед тем, как считывать движение стиков на разделение после того, как кот слился",Le délai avant la lecture de l'entrée de séparation des joysticks pour diviser le chat, une fois que le chat a fusionné,Die Verzögerung vor dem Lesen der Joystick-Eingabe zum Teilen der Katze, nachdem die Katze verschmolzen wurde,O atraso antes de ler o comando de separar do analógico para dividir a gata, após a fusão da gata,猫咪合体后，需要等待一段时间才能通过拉动摇杆将猫分开
setting_PostSwapInputDelay,Задержка ввода после смены мест,Délai d'Entrée Après l'Échange,Eingabeverzögerung nach dem Wechsel,Atraso do comando Pós-Troca,切换后输入延迟
setting_PostSwapInputDelayDescription,"Задержка перед тем, как считывать ввод после смены управления между котами",Le délai avant la lecture des entrées après l'échange de chats,Die Verzögerung vor dem Lesen der Eingaben nach dem Wechsel zwischen den Katzen,O atraso antes de ler comandos após alternar entre as gatas,在猫咪之间切换后，需要等待一段时间才会响应按键操作
setting_RebindMenuControls,Переназначить управление меню,Reconfigurer les Commandes du Menu,Menü-Bedienelemente neu zuordnen,Redefinir controles do menu,重新绑定菜单按键
setting_RebindMenuControlsDescription,"Изменить элементы управления для навигации по меню. ВНИМАНИЕ — проверок безопасности нет, можно сломать ввод!",Modifier les commandes pour naviguer dans les menus. ATTENTION : il n'y a actuellement aucun contrôle de sécurité, tu risques de perdre tes entrées !,Ändere die Bedienelemente für die Navigation durch Menüs. WARNUNG – Derzeit gibt es keine Sicherheitsprüfungen, daher könntest du deine Eingaben beschädigen!,Altere os controles para navegar pelos menus. AVISO – no momento não há verificações de segurança, então você pode quebrar os comandos!,更改用于导航菜单的控制方式。 警告：当前没有安全检查，可能会导致输入失效！
setting_RebindPlayer1Controls,Переназначить управление игрока 1 (кооп),Reconfigurer les Commandes du Joueur Coopératif 1,Bedienelemente für Koop-Spieler 1 neu zuordnen,Redefinir controles do modo cooperativo – Jogador 1,重新绑定合作模式玩家1的按键
setting_RebindPlayer1ControlsDescription,Изменить управление игрока 1 в кооперативном режиме,Changer les commandes du joueur 1 en mode coopératif,Bedienelemente für Spieler 1 im kooperativen Modus ändern,Altera os controles do jogador 1 no modo cooperativo,更改合作模式下玩家1的控制方式
setting_RebindPlayer2Controls,Переназначить управление игрока 2 (кооп),Reconfigurer les Commandes du Joueur Coopératif 2,Bedienelemente für Koop-Spieler 2 neu zuordnen,Redefinir controles do modo cooperativo – Jogador 2,重新绑定合作模式玩家2的按键
setting_RebindPlayer2ControlsDescription,Изменить управление игрока 2 в кооперативном режиме,Changer les commandes du joueur 2 en mode coopératif,Bedienelemente für Spieler 2 im kooperativen Modus ändern,Altera os controles do jogador 2 no modo cooperativo,更改合作模式下玩家2的控制方式
setting_RebindPlayerControls,Переназначить управление одиночной игры,Reconfigurer les Commandes en mode Solo,Bedienelemente für Einzelspieler neu zuordnen,Redefinir controles do modo solo,重新绑定单人模式的按键
setting_RebindPlayerControlsDescription,Изменить управление в одиночной игре,Modifier les Commandes utilisées en mode Solo,Bedienelemente für den Einzelspielermodus ändern,Altera os controles usados no modo solo,更改单人模式下使用的控制方式
setting_RenderScale,Масштаб отрисовки,Échelle de rendu,Renderskalierung,Escala de Renderização,渲染比例
setting_RenderScaleDescription,"ЭКСПЕРИМЕНТАЛЬНО — отрисовка игры с разрешением выше или ниже, чем у дисплея",EXPÉRIMENTAL – Rendre le jeu à une résolution supérieure ou inférieure à celle de l’affichage,EXPERIMENTELL – Das Spiel mit einer höheren oder niedrigeren Auflösung als der Bildschirmauflösung rendern lassen,EXPERIMENTAL – Faça o jogo renderizar em resolução maior ou menor que a resolução de exibição,实验功能：使游戏以高于或低于显示分辨率进行渲染
setting_ResetAllRebinds,Сбросить все привязки,Réinitialiser Toutes les Configurations,Alle neuen Zuordnungen zurücksetzen,Redefinir todos os controles personalizados,重置所有按键绑定
setting_ResetAllRebindsDescription,Очистить все переназначения и сбросить элементы управления к умолчаниям,Efface tous les binds pour toutes les commandes et restaure les commandes par défaut,Alle neuen Zuordnungen für alle Bedienelemente löschen und die Bedienelemente auf die Standardeinstellungen zurücksetzen,Limpa todas as redefinições e restaura os controles para o padrão,清除所有自定义绑定，并将控制恢复为默认设置
setting_ResetSettings,Сбросить настройки,Réinitialiser les Paramètres,Einstellungen zurücksetzen,Redefinir configurações,重置设置
setting_ResetSettingsDescription,Вернуть все настройки к умолчаниям,Rétablir les valeurs par défaut de tous les paramètres,Einstellungen wieder auf ihre Standardeinstellungen zurücksetzen,Restaura todas as configurações para os valores padrão,将所有设置恢复为默认值
setting_Resolution,Разрешение экрана,Résolution d'Affichage,Display-Auflösung,Resolução de exibição,显示分辨率
setting_ResolutionDescription,"Разрешение экрана, с которым отрисовывается игра",La résolution d'écran affichée par le jeu,Die Bildschirmauflösung, die das Spiel rendert,A resolução de tela na qual o jogo é renderizado,游戏渲染的屏幕分辨率
setting_ReverseButtonLayout,Перевернуть раскладку кнопок,Disposition des boutons en mode inversé,Umgekehrte Anordnung der Tasten,Inverter disposição dos botões,反转按键布局
setting_ReverseButtonLayoutDescription,"Корректирует значки для геймпадов Nintendo, если в Steam включено «Использовать раскладку Nintendo».",Corrige les icônes des manettes Nintendo si l'option « Utiliser la configuration des boutons Nintendo » est activée dans Steam.,Korrektur der Symbole für Nintendo-Controller, wenn in Steam die Option „Nintendo-Tastenbelegung verwenden“ aktiviert ist.,Corrige glifos para os controles da Nintendo se a opção “Usar layout de botões da Nintendo” estiver ativada na Steam.,如果Steam启用了“使用任天堂按键布局”，则可正确显示任天堂控制器的按键符号。
setting_ShowBinds,Фильтр привязок по устройству,Filtrer les Configurations Par Appareil,Zuordnungen nach Gerät filtern,Filtrar atalhos por dispositivo,按设备筛选按键绑定
setting_ShowVisualHintForHiddenCollectables,Показывать подсказку о скрытом,Afficher l'Indice pour les Objets Cachés à Collectionner,Versteckte Sammelobjekt-Hinweise anzeigen,Mostrar dica de colecionável oculto,显示隐藏收藏品提示
setting_ShowVisualHintForHiddenCollectablesDescription,"Отключи, если хочешь усложнить поиск квантовых осколков",Désactive cette option si tu souhaites relever le défi supplémentaire de trouver des fragments quantiques,Deaktiviere diese Option, wenn du die zusätzliche Herausforderung möchtest, Quantensplitter zu finden,Desative se quiser o desafio extra de encontrar os fragmentos quânticos,如果你希望增加寻找量子碎片的挑战性，可关闭此选项
setting_SkipCutscenes,Пропускать кат-сцены,Passer les cinématiques,Videosequenzen überspringen,Pular Cortes de Cena,跳过过场动画
setting_SkipCutscenesDescription,Пропускать кат-сцены и диалоговые сцены (идеально для спидрана),Passer les cinématiques et les dialogues (idéal pour le speedrun),Videosequenzen und Dialogszenen überspringen (ideal für Speedruns),Pule cortes de cena e cenas de diálogo (ideal para speedrun),跳过过场动画和对话场景（非常适合速通）
setting_SkipTappingGameplay,Пропускать геймплей с нажатиями,Bouton « Passer » - Jeu Par Tapotement,Tasten-Tipp-Gameplay überspringen,Ignorar jogabilidade de toque em botão,跳过按键连点玩法
setting_SkipTappingGameplayDescription,"Если включено, игроку не нужно жать $Action1 для взлома компьютеров",Le joueur n'aura pas besoin d'appuyer sur $Action1 pour pirater des ordinateurs lorsque cette option est activée,Der Spieler muss $Action1 nicht antippen, um Computer zu hacken, wenn diese Option aktiviert ist.,Quando ativado, o jogador não precisará tocar $Action1 para hackear computadores,启用后，玩家在破解电脑时无需反复按下$Action1
setting_StickDeadZoneP1,Мёртвая зона стика игрока 1,Zone morte de la manette pour le joueur 1,Stick Deadzone für Spieler 1,Zona morta do analógico para o jogador 1,玩家1摇杆死区
setting_StickDeadZoneP1Description,"Минимальное отклонение стика Кота 1, при котором оно регистрируется.",Distance minimale que la manette du Chat 1 doit parcourir pour être enregistrée.,Die Mindestentfernung, um die sich der Stick von Katze 1 bewegen muss, um registriert zu werden.,A distância mínima que o analógico da Gata 1 precisa se mover para ser registrada.,猫咪1摇杆最小移动幅度（超过才会被识别）。
setting_StickDeadZoneP2,Мёртвая зона стика игрока 2,Zone morte de la manette pour le joueur 2,Stick-Deadzone für Spieler 2,Zona morta do analógico para o jogador 2,玩家2摇杆死区
setting_StickDeadZoneP2Description,"Минимальное отклонение стика Кота 2, при котором оно регистрируется.",Distance minimale que la manette du Chat 2 doit parcourir pour être enregistrée.,Die Mindestentfernung, um die sich der Stick von Katze 2 bewegen muss, um registriert zu werden.,A distância mínima que o analógico da Gata 2 precisa se mover para ser registrada.,猫咪2摇杆最小移动幅度（超过才会被识别）。
setting_SuppressFullScreenHelp,Скрыть полноэкранные подсказки,Supprimer les messages d’aide en plein écran,Hilfemeldungen im Vollbildmodus unterdrücken,Omitir mensagens de ajuda em tela cheia,禁用全屏帮助提示
setting_SuppressFullScreenHelpDescription,Скрыть появление полноэкранных подсказок,Empêcher les messages d’aide en plein écran d’apparaître,Verhindert, dass Hilfemeldungen im Vollbildmodus angezeigt werden,Impede que mensagens de ajuda em tela cheia apareçam,不显示全屏帮助提示
setting_SuppressPopupHelp,Скрыть всплывающие подсказки,Supprimer les boîtes d’aide contextuelles,Popup-Hilfefenster unterdrücken,Omitir caixas de ajuda pop-up,禁用弹出式帮助提示
setting_SuppressPopupHelpDescription,Скрыть появление внутриигровых подсказок,Empêcher les boîtes d’aide en jeu d’apparaître,Verhindert, dass die Hilfemeldungen im Spiel angezeigt werden,Impede que caixas de mensagem de ajuda apareçam durante o jogo,不显示游戏内帮助提示框
setting_TapNotHold,Удерживать / переключать,Maintenir / Activer,Halten / Umschalten,Segurar / Alternar,按住/切换
setting_TapNotHoldDescription,"Действия, требующие удержания, будут включаться и выключаться по нажатию",Les commandes qui nécessitent d'être maintenues enfoncées s'activent et se désactivent lorsqu'elles sont pressées,Bedienelemente, die gedrückt gehalten werden müssen, schalten beim Drücken ein- und aus.,Controles que exigem manter pressionado passarão a alternar entre ligado e desligado ao serem pressionados,需要按住的控制在按下时将切换为开启/关闭
setting_TargetBasedOnFacing,Нацеливание по направлению взгляда,Ciblage de l'interaction basé sur la direction regardée,Interaktionsausrichtung basierend auf der Blickrichtung,Interação baseada na direção de posicionamento,基于朝向的交互目标选择
setting_TargetBasedOnFacingDescription,Приоритеты целей взаимодействия по направлению взгляда (если включено) или по близости (если выключено),Priorités de la cible d'interaction basées sur la direction regardée (si activé) ou la proximité (si désactivé),Prioritäten für Interaktionsziele basierend auf der Blickrichtung (falls aktiviert) oder der Nähe (falls deaktiviert),Prioriza alvos de interação com base na direção em que o personagem está virado (se ativado) ou na proximidade (se desativado),交互目标优先级基于朝向（启用时）或距离（禁用时）
setting_TextLanguage,Язык текста,Langue du Texte,Textsprache,Idioma do texto,文本语言
setting_TextLanguageDescription,Язык текстов в игре,La langue du texte écrit dans le jeu,Die Sprache des geschriebenen Textes im Spiel,O idioma do texto exibido no jogo,游戏文字的语言
setting_TextScale,Масштаб текста,Échelle du Texte,Textgröße,Tamanho do Texto,文本缩放
setting_TextScaleDescription,Изменить размер текста в интерфейсе,Modifier la taille du texte de l'Interface Utilisateur,Größe des Textes der Benutzeroberfläche ändern,Altera o tamanho do texto da Interface,调整界面文字大小
setting_TextureStreaming,Стриминг текстур,Diffusion de textures,Textur-Streaming,Streaming de Texturas,纹理流送
setting_TextureStreamingDescription,Динамическая загрузка текстур в зависимости от размера на экране. Может вызывать мерцание! (Пока отключено на Vulkan),Diffuse les textures de manière dynamique en fonction de la taille de l'écran. Risque de faire scintiller les graphismes ! (Désactivé sur Vulkan pour l’instant),Dynamisches Streamen von Texturdaten basierend auf der Bildschirmgröße. Dies kann zu Grafikflimmern führen! (Derzeit auf Vulkan deaktiviert),Carrega texturas dinamicamente com base no tamanho na tela. Pode fazer os gráficos piscarem! (Desativado no Vulkan por enquanto),根据屏幕尺寸动态加载纹理 可能会导致画面闪烁！（目前在Vulkan上已禁用）
setting_TheoreticalSpeedDuration,Длительность замедления при теоретическом состоянии,Durée de la vitesse en état théorique,Dauer der Geschwindigkeit im Theoretischen Zustand,Duração da Velocidade do Estado Teórico,理论态减速持续时间
setting_TheoreticalSpeedDurationDescription,"Время, на которое замедляется игра в момент перехода кота в теоретическое состояние",La durée pendant laquelle la vitesse du jeu est ralentie au moment où un chat passe à l'état théorique,Die Zeit, für die die Spielgeschwindigkeit in dem Moment, in dem eine Katze den theoretischen Zustand erreicht, verlangsamt wird,O tempo em que a velocidade do jogo é reduzida no momento em que uma gata se torna teórica,当猫进入理论态时游戏减速的持续时间
setting_TheoreticalSpeedReduction,Замедление при теоретическом состоянии,Réduction de la vitesse en état théorique,Geschwindigkeitsreduzierung im Theoretischen Zustand,Redução de Velocidade do Estado Teórico,理论态减速幅度
setting_TheoreticalSpeedReductionDescription,Насколько замедляется игра в момент перехода кота в теоретическое состояние,L'ampleur du ralentissement de la vitesse du jeu au moment où un chat passe à l'état théorique,Der Faktor, um den die Spielgeschwindigkeit in dem Moment reduziert wird, in dem eine Katze theoretisch wird,Quantidade de redução da velocidade do jogo no momento em que uma gata se torna teórica,当猫进入理论态时游戏减速的程度
setting_TimingGameplayModifier,Модификатор геймплея на реакцию,Modificateur de Chronométrage du Jeu,Timing-Gameplay-Modifikator,Modificador de jogabilidade por tempo,时机玩法调整器
setting_TimingGameplayModifierDescription,"Замедлить элементы игры, требующие точного тайминга",Ralentir les éléments du jeu qui nécessitent un chronométrage,Verlangsamt Elemente des Spiels, die ein bestimmtes Timing erfordern.,Desacelera elementos do jogo que exigem precisão de tempo,减慢对时机有要求的游戏元素
setting_WhiskersActive,Активные усы при движении,Mouvement des Moustaches Activé,Schnurrhaarbewegung Aktiv,Bigodes de movimento ativos,移动触须启用
setting_WhiskersActiveDescription,"Помогают коту обходить препятствия, но могут мешать больше, чем помогать",Aide le chat à éviter les obstacles, mais peut être plus ennuyeux qu'utile,Hilft der Katze, Hindernisse zu vermeiden, kann aber eher nervig als hilfreich sein,Ajuda a gata a evitar obstáculos, mas pode ser mais irritante do que útil,帮助猫咪避开障碍物，但可能弊大于利
stat_DeskClutterKnocked,Сбит хлам со столов,Objets de bureau renversés,Schreibtischchaos beseitigt,Objetos de mesa derrubados,桌面杂物被打翻次数
stat_InkyFootprintCount,Чернильные следы,Empreintes d’encre,Tintenfarbene Fußabdrücke,Pegadas de tinta,墨水脚印
stat_JumpCount,Прыжки,Sauts,Sprünge,Saltos,跳跃次数
stat_LongestTimeChasingTail,Дольше всего гонялся за хвостом,Plus longue période passée à courir après sa queue,Am längsten hinter dem eigenen Schwanz her,Maior tempo perseguindo a própria cauda,追尾巴时间最长
stat_MeowCount,Мяуканий,Miaulements,Miaus,Miados,喵叫次数
stat_PuzzlesSolved,Решено головоломок,Énigmes résolues,Gelöste Rätsel,Puzzles resolvidos,解谜完成数
stat_VendingMachinesEmptied,Опустошено торговых автоматов,Distributeurs automatiques vidés,Geleerte Verkaufsautomaten,Máquinas de venda esvaziadas,自动售货机清空次数
status_AreSplit,Разделены,Sont Divisés,Sind geteilt,Estão divididas,已分体
status_CanSplit,Можно разделиться,Peuvent se Diviser,Kann sich teilen,Podem dividir,可分体
status_CantSplit,Нельзя разделиться,Ne Peuvent Pas se Diviser,Kann sich nicht teilen,Não podem dividir,不可分体
status_Fused,Слиты,Fusionné,Verschmolzen,Fundida,已合体
status_Observed,Наблюдается,Observé,Beobachtet,Observada,被观测
status_Plausible,Вероятный,Plausible,Möglich,Plausível,可能态
status_QuantumLocked,Квантово заблокирован,Verrouillé Quantiquement,Quantengesperrt,Bloqueada quanticamente,量子锁定
status_Split,Разделён,Division,Geteilt,Dividida,分体
status_Theoretical,Теоретический,Théorique,Theoretisch,Teórica,理论态
status_Unobserved,Не наблюдается,Non Observé,Unbeobachtet,Não observada,未观测
tab_chatLog,История связи,Historique des Communications,Kommunikationsverlauf,Histórico das comunicações,通讯历史
tab_LevelInfo,Местоположение,Lieu,Lage,Localização,地点
tab_Synopsis,Краткое содержание,Synopsis,Zusammenfassung,Sinopse,概要
terminal_bootSequence,Загрузка,Séquence de démarrage,Startsequenz,Sequência de inicialização,启动序列
terminal_bothTutorial,Оба пользователя взаимодействуют,Les deux utilisateurs interagissent,Beide Nutzer interagieren,Ambos os usuários interagem,双方用户交互
terminal_completed,Завершено,Terminé,Abgeschlossen,Concluído,已完成
terminal_devouererHatchAccess,Доступ к люку Пожирателя Сирот,Accès à l'écoutille du Dévoreur d'Orphelins,Zugang zur Waisenverschlinger-Klappe,Acesso ao Portal da Devoradora de Órfãos,孤体吞噬者孵化访问权限
terminal_evaluatingSequence,Оценка последовательности,Séquence en cours d'évaluation,Auswertungssequenz,Avaliando sequência,正在评估序列
terminal_Exit,Выход,Sortie,Ausgang,Sair,退出
terminal_firewallActive,Брандмауэр активен,Pare-feu actif,Firewall aktiv,Firewall ativo,防火墙已启用
terminal_firewallActiveMessage,Брандмауэр установлен,Circuits de pare-feu installés,Firewall-Schaltungen installiert,Circuitos de firewall instalados,防火墙电路已安装
terminal_furtherSequences,Доступны новые последовательности,Séquences supplémentaires disponibles,Weitere Sequenzen verfügbar,Outras sequências disponíveis,有更多序列可用
terminal_Hacked,- ВЗЛОМАН,- PIRATÉ,- GEHACKT,- HACKEADO,-已破解
terminal_initiating,Запуск...,Initialisation...,Startvorgang...,Iniciando...,正在启动……
terminal_keepPalmOnScreen,Не отрывайте ладонь от экрана считывателя,Maintenez votre paume sur l'écran du lecteur,Bitte halte deine Handfläche auf den Bildschirm des Lesegeräts,Por favor, mantenha a palma na tela do leitor,请将手掌保持在读取屏幕上
terminal_leftTutorial,Взаимодействие слева,L'utilisateur de gauche interagit,Benutzerinteraktion links,Interação do usuário à esquerda,左侧用户交互
terminal_listeningForSequence,Ожидание последовательности,En attente de la séquence,Sequenz abhören,Aguardando sequência,正在监听序列
terminal_overview,Обзор,Aperçu,Überblick,Visão geral,概览
terminal_pairInterfaceActive,Парный интерфейс активен,Interface de synchronisation active,Gekoppelte Benutzeröberfläche Aktiv,Interface de Par Ativa,双人接口已启用
terminal_pairInterfaceComplete,Парный интерфейс ЗАВЕРШЁН,Interface de synchronisation TERMINÉE,Gekoppelte Benutzeröberfläche KOMPLETT,Interface de Par COMPLETA,双人接口完成
terminal_pairInterfaceReady,Парный интерфейс готов,Interface de synchronisation disponible,Gekoppelte Benutzeröberfläche Bereit,Interface de Par Pronta,双人接口就绪
terminal_pairInterfaceRebooting,Перезагрузка парного интерфейса,Redémarrage de l’interface de synchronisation,Gekoppelte Benutzeröberfläche Neustart,Reiniciando Interface de Par,双人接口正在重启
terminal_palmReaderActivated,Считыватель ладони активирован,Lecteur de paume activé,Handflächenleser aktiviert,Leitor de Palma Ativado,掌纹读取器已激活
terminal_palmReaderActivatesAt,Считыватель ладони активируется при последовательности,Le lecteur de paume s’active à la séquence,Handflächenleser wird in der folgenden Sequenz aktiviert,Leitor de Palma Ativa na sequência,掌纹读取器将在序列中激活
terminal_palmReaderReady,Считыватель ладони готов,Lecteur de paume prêt,Handflächenleser bereit,Leitor de Palma Pronto,掌纹读取器就绪
terminal_palmReadSuccessful,Считывание ладони успешно,Lecture de paume réussie,Handfläche erfolgreich gelesen,Leitura de Palma Bem-sucedida,掌纹读取成功
terminal_placePalmOnScreen,Поместите ладонь на экран считывателя,Placez votre paume sur l'écran du lecteur,Bitte leg deine Handfläche auf den Bildschirm des Lesegeräts,Por favor, coloque a palma na tela do leitor,请将手掌放在读取屏幕上
terminal_progress,Прогресс,Progression,Fortschritt,Progresso,进度
terminal_resetting,Сброс...,Réinitialisation...,Wird zurückgesetzt...,Reiniciando...,正在重置……
terminal_reward,Награда,Récompense,Belohnung,Recompensa,奖励
